,ic
3071,-0.10611790878754171
3072,-0.20266963292547271
3073,-0.1959955506117909
3074,-0.20266963292547271
3075,-0.2783092324805339
3076,-0.2947719688542826
3077,-0.3810901001112347
3078,-0.2943270300333704
3079,-0.28231368186874306
3080,-0.23559510567296996
3081,-0.17597330367074526
3082,-0.21601779755283645
3083,-0.3130144605116796
3084,-0.3388209121245828
3085,-0.30945494994438266
3086,-0.349944382647386
3087,-0.2996662958843159
3088,-0.3281423804226919
3089,-0.2516129032258065
3090,-0.2707452725250278
3091,-0.2387096774193548
3092,-0.17819799777530587
3093,-0.21423804226918797
3094,-0.15283648498331479
3095,-0.17463848720800887
3096,-0.22625139043381537
3097,-0.23292547274749723
3098,-0.21913236929922134
3099,-0.13904338153503895
3100,-0.185761957730812
3101,-0.24449388209121245
3102,-0.37842046718576194
3103,-0.3561735261401557
3104,-0.3721913236929922
3105,-0.3076751946607342
3106,-0.24404894327030033
3107,-0.18309232480533927
3108,-0.16484983314794216
3109,-0.058064516129032254
3110,0.0002224694104560623
3111,0.029588431590656286
3112,-0.0353726362625139
3113,-0.06340378197997774
3114,-0.020689655172413793
3115,0.09276974416017797
3116,0.16618464961067853
3117,0.16440489432703
3118,0.11501668520578419
3119,0.18620689655172412
3120,0.196440489432703
3121,0.21957730812013349
3122,0.22135706340378197
3123,0.21023359288097884
3124,0.27208008898776415
3125,0.30589543937708563
3126,0.33303670745272523
3127,0.2832035595105673
3128,0.32725250278086765
3129,0.32858731924360396
3130,0.2547274749721913
3131,0.12747497219132367
3132,0.15550611790878754
3133,0.07986651835372637
3134,0.0932146829810901
3135,0.11101223581757509
3136,0.13637374860956616
3137,0.189321468298109
3138,0.2324805339265851
3139,0.20489432703003335
3140,0.1292547274749722
3141,0.1239154616240267
3142,0.11946607341490545
3143,0.13770856507230256
3144,0.06829810901001113
3145,0.013125695216907676
3146,-0.07363737486095662
3147,-0.054505005561735265
3148,-0.005116796440489433
3149,-0.03492769744160178
3150,-0.020244716351501667
3151,0.0024471635150166847
3152,0.0037819799777530586
3153,-0.030923248053392655
3154,-0.07808676307007786
3155,-0.07274749721913237
3156,-0.09543937708565071
3157,-0.10122358175750834
3158,-0.10567296996662959
3159,0.005116796440489433
3160,0.1345939933259177
3161,0.28231368186874306
3162,0.23559510567296996
3163,0.3477196885428253
3164,0.31167964404894327
3165,0.30589543937708563
3166,0.33036707452725245
3167,0.3103448275862069
3168,0.35350389321468295
3169,0.349944382647386
3170,0.36017797552836484
3171,0.31835372636262516
3172,0.33793103448275863
3173,0.2854282536151279
3174,0.3486095661846496
3175,0.27474972191323693
3176,0.3098998887652948
3177,0.2342602892102336
3178,0.28142380422691876
3179,0.33303670745272523
3180,0.24404894327030033
3181,0.13370411568409346
3182,0.1884315906562848
3183,0.20800889877641823
3184,0.20444938820912126
3185,0.14304783092324808
3186,0.0914349276974416
3187,0.14349276974416017
3188,0.014015572858731925
3189,-0.09187986651835373
3190,-0.1532814238042269
3191,-0.18711758932118622
3192,-0.1159194578315553
3193,-0.15285348854180136
3194,-0.09544999502828642
3195,-0.16976304477058868
3196,-0.16753810316153772
3197,-0.1441762162665026
3198,-0.15774836008171347
3199,-0.18444765939032504
3200,-0.18689509516028113
3201,-0.12059183521056235
3202,-0.10590722059082595
3203,-0.14462120458831276
3204,-0.11569696367065022
3205,-0.19290243750471875
3206,-0.1617532549780052
3207,-0.14484369874921788
3208,-0.23050395069768004
3209,-0.28879742085481536
3210,-0.258093226649912
3211,-0.2333963747894463
3212,-0.2144843711125131
3213,-0.2652130397988751
3214,-0.24785849524827758
3215,-0.3043720121181721
3216,-0.28167760770585226
3217,-0.3829124509176712
