,ic
983,-0.2525027808676307
984,-0.1875417130144605
985,-0.22313681868743046
986,-0.22269187986651834
987,-0.2204671857619577
988,-0.29744160177975526
989,-0.2516129032258065
990,-0.3103448275862069
991,-0.33303670745272523
992,-0.3730812013348164
993,-0.332146829810901
994,-0.2676307007786429
995,-0.13058954393770855
996,-0.17196885428253617
997,-0.15773081201334815
998,-0.15061179087875418
999,-0.13058954393770855
1000,-0.12658509454949946
1001,-0.15906562847608455
1002,-0.207119021134594
1003,-0.1243604004449388
1004,-0.09365962180200223
1005,-0.07096774193548387
1006,0.014460511679644046
1007,0.029588431590656286
1008,0.09010011123470522
1009,0.12569521690767518
1010,0.1114571746384872
1011,0.1635150166852058
1012,0.18531701890989988
1013,0.16974416017797553
1014,0.20222469410456062
1015,0.22758620689655173
1016,0.24004449388209118
1017,0.26941045606229147
1018,0.2943270300333704
1019,0.2645161290322581
1020,0.2556173526140155
1021,0.27519466073414905
1022,0.32013348164627364
1023,0.2961067853170189
1024,0.1710789766407119
1025,0.04961067853170189
1026,0.1621802002224694
1027,0.14438264738598441
1028,0.12480533926585094
1029,0.034037819799777526
1030,0.0771968854282536
1031,0.12170430601508783
1032,0.15285348854180136
1033,0.10879964468259223
1034,0.10479474978630048
1035,0.06697074243243406
1036,0.031594170848523714
1037,0.032484147492144094
1038,0.05451106942174866
1039,0.09211258261470999
1040,0.13483146150848854
1041,0.11191456293526357
1042,0.07364556725958696
1043,0.11792190527970117
1044,0.08610524027027237
1045,0.05762598767442001
1046,0.04828123291640595
1047,0.10790966803897184
1048,0.11547446950974515
1049,0.10479474978630048
1050,0.10902213884349732
1051,0.06430081250157291
1052,0.0580709759962302
1053,0.020469462803268886
1054,0.09054505005561733
1055,0.18620689655172412
1056,0.21067853170189096
1057,0.1804226918798665
1058,0.16662958843159065
1059,0.3299221357063403
1060,0.30945494994438266
1061,0.30233592880978866
1062,0.2667408231368187
1063,0.23381535038932147
1064,0.19288097886540603
1065,0.28987764182424913
1066,0.30945494994438266
1067,0.27341490545050057
1068,0.1114571746384872
1069,0.06162402669632924
1070,0.014015572858731925
1071,-0.05939933259176862
1072,0.07052280311457175
1073,0.014905450500556172
1074,0.03314794215795328
1075,0.07185761957730812
1076,0.09855394883203561
1077,0.04916573971078977
1078,0.03136818687430478
1079,0.0825361512791991
1080,0.00867630700778643
1081,0.0135706340378198
1082,0.030478309232480537
1083,0.07363737486095662
1084,0.08075639599555061
1085,0.04427141268075639
1086,-0.014460511679644046
1087,0.04516129032258065
1088,0.11590656284760845
1089,0.03492769744160178
1090,0.09899888765294772
1091,0.021579532814238044
1092,-0.04204671857619577
1093,-0.09632925472747497
1094,-0.02246941045606229
1095,-0.02736373748609566
1096,-0.04516129032258065
1097,-0.057174638487208
1098,0.0843159065628476
1099,0.08743047830923248
1100,0.08921023359288098
1101,0.16618464961067853
1102,0.15773081201334815
1103,0.11501668520578419
1104,0.05361512791991101
1105,-0.06874304783092325
1106,-0.10567296996662959
1107,-0.16307007786429364
1108,-0.16885428253615126
1109,-0.18131256952169075
1110,-0.1345939933259177
1111,-0.18487208008898778
1112,-0.23025583982202447
1113,-0.2253615127919911
1114,-0.23292547274749723
1115,-0.21423804226918797
1116,-0.21067853170189096
1117,-0.2520578420467186
1118,-0.2765294771968854
1119,-0.27786429365962184
1120,-0.2796440489432703
1121,-0.2827586206896551
1122,-0.23292547274749723
1123,-0.22402669632925473
1124,-0.2765294771968854
1125,-0.2827586206896551
1126,-0.24716351501668518
1127,-0.2387096774193548
1128,-0.34371523915461627
1129,-0.33748609566184645
1130,-0.335706340378198
1131,-0.4362625139043382
1132,-0.5448275862068965
1133,-0.38242491657397104
1134,-0.24938820912124582
1135,-0.217797552836485
1136,-0.22269187986651834
1137,-0.15506117908787542
1138,-0.17819799777530587
